"summons_key";"summons_date";"offense_description";"age_group";"sex";"race";"jurisdiction_code";"boro";"precinct_of_occur";"x_coordinate_cd";"y_coordinate_cd";"latitude";"longitude";"law_section_number";"law_description";"summons_category_type";"year"
192074293;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"BRONX";44;1003989;244111;"40.836689797000076";"-73.928667417999975";"221.05";"Penal Law";"MARIJUANA";2019
192043117;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE";"0";"BROOKLYN";70;994950;174604;"40.645926030000055";"-73.961443670999984";"221.05";"Penal Law";"MARIJUANA";2019
192042877;"2019-01-08 00:00:00";"ACCEPT ON HAIL";"25-44";"M";"BLACK";"0";"BROOKLYN";71;1003358;182945;"40.668806093000057";"-73.931121566999934";"19-507";"Administrative Code";"TLC";2019
192125087;"2019-01-08 00:00:00";"PICK UP FROM BUS STOP";"65+";"M";"BLACK";"0";"QUEENS";105;1057522;192147;"40.693780803000038";"-73.735773688999984";"145-6";"Tax Law";"TLC";2019
192049209;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"BROOKLYN";63;1008023;165442;"40.620752848000052";"-73.914367018999940";"221.05";"Penal Law";"MARIJUANA";2019
192025256;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"QUEENS";113;1044101;184851;"40.673855943000035";"-73.784236036999971";"221.05";"Penal Law";"MARIJUANA";2019
192040731;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"F";"WHITE";"0";"BRONX";45;1035033;247581;"40.846089968000058";"-73.816452613999957";"221.05";"Penal Law";"MARIJUANA";2019
192029092;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"0";"BROOKLYN";84;987310;191427;"40.692107352000050";"-73.988967005999939";"221.05";"Penal Law";"MARIJUANA";2019
192015278;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"F";"WHITE HISPANIC";"0";"QUEENS";103;1038994;195540;"40.703227777000052";"-73.802560070999959";"221.05";"Penal Law";"MARIJUANA";2019
192090191;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"2";"BRONX";43;1020183;239283;"40.823387291000074";"-73.870170449999989";"221.05";"Penal Law";"MARIJUANA";2019
191990946;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"0";"QUEENS";115;1021469;213155;"40.751667675000078";"-73.865668723999988";"221.05";"Penal Law";"MARIJUANA";2019
192038371;"2019-01-08 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"WHITE HISPANIC";"2";"NEW YORK";7;989021;200767;"40.717742701000077";"-73.982790480999938";"10-125";"Administrative Code";"ALCOHOL";2019
192032497;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"BROOKLYN";71;1000222;179282;"40.658758183000032";"-73.942434787999957";"221.05";"Penal Law";"MARIJUANA";2019
192018313;"2019-01-08 00:00:00";"COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED";"45-64";"M";"WHITE";"0";"BROOKLYN";68;976973;165704;"40.621500886000035";"-74.026214731999971";"10-127";"Administrative Code";"VENDING";2019
192068317;"2019-01-08 00:00:00";"TRESPASS";"45-64";"M";"WHITE HISPANIC";"0";"BROOKLYN";83;1007657;194633;"40.700876653000080";"-73.915584083999988";"140.05";"Penal Law";"TRESPASS";2019
192012239;"2019-01-08 00:00:00";"NOISE (ENGINE EXHUST)";"25-44";"M";"WHITE HISPANIC";"0";"QUEENS";114;1002947;217765;"40.764379506000068";"-73.932506417999946";"24-227";"Administrative Code";"NOISE";2019
192274734;"2019-01-08 00:00:00";"RECKLESS DRIVING";"45-64";"M";"BLACK";"0";"NEW YORK";14;986465;212195;"40.749110765000069";"-73.992007266999963";"1212";"VTL";"VTL";2019
192074295;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"BRONX";44;1003989;244111;"40.836689797000076";"-73.928667417999975";"221.05";"Penal Law";"MARIJUANA";2019
192049208;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"BROOKLYN";63;1008023;165442;"40.620752848000052";"-73.914367018999940";"221.05";"Penal Law";"MARIJUANA";2019
192223043;"2019-01-08 00:00:00";"DISCON: CREATE HAZARDOUS CONDITION";"25-44";"M";"BLACK";"0";"BRONX";52;1012721;253539;"40.862543023000057";"-73.897071157999960";"240.20-7";"Penal Law";"DISORDERLY CONDUCT";2019
192012284;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"QUEENS";104;1013150;197865;"40.709731493000049";"-73.895759721999980";"221.05";"Penal Law";"MARIJUANA";2019
192054905;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"2";"NEW YORK";32;1000448;238379;"40.820964301000060";"-73.941477938999981";"221.05";"Penal Law";"MARIJUANA";2019
192032558;"2019-01-08 00:00:00";"TRESPASS";"25-44";"M";"BLACK";"0";"BROOKLYN";70;999240;169262;"40.631257160000075";"-73.945996397999977";"140.05";"Penal Law";"TRESPASS";2019
192015275;"2019-01-08 00:00:00";"FAIL TO CLEAN CANINE WASTE";"45-64";"M";"WHITE HISPANIC";"0";"QUEENS";102;1026346;192406;"40.694694897000034";"-73.848196214999973";"1310";"Health Code";"DOG";2019
192043414;"2019-01-08 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"1";"BRONX";49;1027434;251387;"40.856576728000050";"-73.843893677999972";"221.05";"Penal Law";"MARIJUANA";2019
192363199;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";111;1051814;206089;"40.732093546000044";"-73.756217404999973";"221.05";"Penal Law";"MARIJUANA";2019
192347944;"2019-01-15 00:00:00";"DISORDERLY CONDUCT";"25-44";"M";"BLACK";"0";"BROOKLYN";84;987827;190722;"40.690172095000037";"-73.987103064999985";"240.20";"Penal Law";"DISORDERLY CONDUCT";2019
192301244;"2019-01-15 00:00:00";"RECKLESS DRIVING";"18-24";"M";"BLACK";"0";"BRONX";47;1024100;261325;"40.883869146000052";"-73.855886777999956";"1212";"VTL";"VTL";2019
192337570;"2019-01-15 00:00:00";"POSS. OF KNIFE";"25-44";"F";"BLACK";"1";"NEW YORK";28;997535;230317;"40.798841208000056";"-73.952018584999962";"10-133";"Administrative Code";"KNIFE";2019
192370878;"2019-01-15 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"BLACK";"0";"NEW YORK";5;985878;200701;"40.717562683000040";"-73.994128594999950";"10-125";"Administrative Code";"ALCOHOL";2019
192357786;"2019-01-15 00:00:00";"POSS. OF KNIFE";"<18";"M";"BLACK";"0";"QUEENS";101;1050122;158695;"40.602020805000052";"-73.762785520999955";"10-133";"Administrative Code";"KNIFE";2019
192313196;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"QUEENS";103;1051071;198690;"40.711790796000059";"-73.758971736999968";"221.05";"Penal Law";"MARIJUANA";2019
192348153;"2019-01-15 00:00:00";"LITTERING";"45-64";"M";"WHITE";"0";"BROOKLYN";76;985004;186837;"40.679509346000032";"-73.997283013999947";"16-118";"Administrative Code";"LITTERING";2019
192379630;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"BROOKLYN";71;994821;177866;"40.654879667000046";"-73.961903414999938";"221.05";"Penal Law";"MARIJUANA";2019
192361138;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"BRONX";44;1006618;242128;"40.831240768000043";"-73.919173189999981";"221.05";"Penal Law";"MARIJUANA";2019
192347950;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"F";"BLACK";"0";"BRONX";47;1022840;259226;"40.878113649000056";"-73.860455562999960";"221.05";"Penal Law";"MARIJUANA";2019
192337567;"2019-01-15 00:00:00";"SPITTING IN PUBLIC";"18-24";"M";"BLACK";"0";"BRONX";44;1007814;241775;"40.830268775000036";"-73.914852605999954";"181.03";"Health Code";"SPITTING";2019
192345833;"2019-01-15 00:00:00";"RECKLESS DRIVING";"25-44";"F";"BLACK HISPANIC";"0";"BRONX";46;1012235;252362;"40.859314068000060";"-73.898833090999972";"1212";"VTL";"VTL";2019
192348287;"2019-01-15 00:00:00";"OTHER TRANSIT REG";"25-44";"M";"BLACK HISPANIC";"1";"NEW YORK";34;1002584;248715;"40.849329457000067";"-73.933732305999968";"9999";"ABC";"OTHER ABC";2019
192363198;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";111;1051814;206089;"40.732093546000044";"-73.756217404999973";"221.05";"Penal Law";"MARIJUANA";2019
192318731;"2019-01-15 00:00:00";"BOX CUTTER";"18-24";"F";"BLACK";"0";"BRONX";43;1024058;238894;"40.822302984000032";"-73.856171858999971";"10-134";"Administrative Code";"KNIFE";2019
192478842;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"QUEENS";105;1055041;201603;"40.719755378000059";"-73.744621013999961";"221.05";"Penal Law";"MARIJUANA";2019
192422458;"2019-01-15 00:00:00";"SPITTING";"18-24";"M";"BLACK";"0";"BROOKLYN";69;1012120;170457;"40.634506022000039";"-73.899588226999981";"181.03";"Health Code";"SPITTING";2019
192359353;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";48;1011751;246839;"40.844156600000076";"-73.900605448999954";"221.05";"Penal Law";"MARIJUANA";2019
192410612;"2019-01-15 00:00:00";"FAIL TO CLEAN CANINE WASTE";"25-44";"M";"BLACK";"2";"BROOKLYN";76;982408;185878;"40.676876948000029";"-74.006642226999986";"1310";"Health Code";"DOG";2019
192349230;"2019-01-15 00:00:00";"KEY IN IGNITION";"45-64";"M";"ASIAN / PACIFIC ISLANDER";"0";"NEW YORK";13;989174;209956;"40.742964178000079";"-73.982231822999950";"10-111";"Administrative Code";"KEY";2019
192361128;"2019-01-15 00:00:00";"TRESPASS";"25-44";"M";"WHITE HISPANIC";"2";"BRONX";40;1005874;236171;"40.814892347000068";"-73.921880877999968";"140.05";"Penal Law";"TRESPASS";2019
192315773;"2019-01-15 00:00:00";"RECKLESS DRIVING";"25-44";"M";"WHITE";"0";"BROOKLYN";70;994967;167048;"40.625186394000025";"-73.961394410999958";"1212";"VTL";"VTL";2019
192361136;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"BRONX";44;1006618;242128;"40.831240768000043";"-73.919173189999981";"221.05";"Penal Law";"MARIJUANA";2019
192425103;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"0";"BROOKLYN";83;1004937;195338;"40.702818489000038";"-73.925391594999951";"221.05";"Penal Law";"MARIJUANA";2019
192330744;"2019-01-15 00:00:00";"RECKLESS DRIVING";"18-24";"M";"BLACK HISPANIC";"0";"BROOKLYN";62;983431;158677;"40.602216166000062";"-74.002950798999962";"1212";"VTL";"VTL";2019
192306349;"2019-01-15 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"45-64";"M";"BLACK";"0";"BROOKLYN";67;1002230;176647;"40.651521835000040";"-73.935204533999979";"19-506";"Administrative Code";"TLC";2019
192394693;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"BRONX";44;1006531;244155;"40.836804517000076";"-73.919480836999981";"221.05";"Penal Law";"MARIJUANA";2019
192301243;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"BRONX";41;1013883;239395;"40.823718080000049";"-73.892932718999987";"221.05";"Penal Law";"MARIJUANA";2019
192345830;"2019-01-15 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"F";"BLACK";"1";"BROOKLYN";71;998054;178678;"40.657103980000045";"-73.950249978999977";"221.05";"Penal Law";"MARIJUANA";2019
192586522;"2019-01-22 00:00:00";"PICK UP FARE IN STREET PROHIBITED (""CRUISING"")";"25-44";"M";"BLACK";"0";"QUEENS";113;1045416;186500;"40.678373075000025";"-73.779480460999935";"19-516";"Administrative Code";"TLC";2019
192598661;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"F";"WHITE";"0";"QUEENS";104;1008739;196465;"40.705902133000052";"-73.911675190999972";"221.05";"Penal Law";"MARIJUANA";2019
192619002;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"AMERICAN INDIAN/ALASKAN NATIVE";"0";"BRONX";47;1021934;259599;"40.879141332000074";"-73.863729659999933";"221.05";"Penal Law";"MARIJUANA";2019
192626212;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"NEW YORK";25;1003718;230138;"40.798338443000034";"-73.929687304999959";"221.05";"Penal Law";"MARIJUANA";2019
192626214;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"2";"BROOKLYN";90;1001060;196146;"40.705044473000044";"-73.939372382999977";"221.05";"Penal Law";"MARIJUANA";2019
192626530;"2019-01-22 00:00:00";"RECKLESS DRIVING";"18-24";"M";"WHITE";"0";"BROOKLYN";68;974001;170130;"40.633646387000056";"-74.036927224999943";"1212";"VTL";"VTL";2019
192612535;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"QUEENS";114;1012101;222838;"40.778279464000036";"-73.899440035999987";"221.05";"Penal Law";"MARIJUANA";2019
192605067;"2019-01-22 00:00:00";"POSS. OF KNIFE";"<18";"M";"WHITE HISPANIC";"0";"BRONX";46;1012740;250434;"40.854020672000047";"-73.897015664999969";"10-133";"Administrative Code";"KNIFE";2019
192621572;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";68;976928;170576;"40.634873466000045";"-74.026382118999948";"221.05";"Penal Law";"MARIJUANA";2019
192612538;"2019-01-22 00:00:00";"PICK UP FROM BUS STOP";"25-44";"M";"BLACK";"0";"BROOKLYN";77;1003358;182945;"40.668806093000057";"-73.931121566999934";"145-6";"Tax Law";"TLC";2019
192619003;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"2";"BROOKLYN";77;1004580;183838;"40.671254457000032";"-73.926713850999988";"221.05";"Penal Law";"MARIJUANA";2019
192593480;"2019-01-22 00:00:00";"FEDERAL MOTOR VEH. SAFETY REG";"25-44";"M";"WHITE";"0";"NEW YORK";10;982621;211942;"40.748416471000041";"-74.005880629999979";"CFR 49";"NYS Transportation";"NYS TRANS";2019
192612531;"2019-01-22 00:00:00";"RECKLESS DRIVING";"25-44";"M";"WHITE HISPANIC";"0";"NEW YORK";25;1001502;231160;"40.801148158000046";"-73.937688382999966";"1212";"VTL";"VTL";2019
192598655;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"STATEN ISLAND";121;938877;169548;"40.631938640000044";"-74.163470230999962";"221.05";"Penal Law";"MARIJUANA";2019
192605072;"2019-01-22 00:00:00";"POSS. OF KNIFE";"25-44";"M";"BLACK";"0";"BROOKLYN";71;1000902;180999;"40.663469716000066";"-73.939979675999950";"10-133";"Administrative Code";"KNIFE";2019
192648799;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"2";"NEW YORK";7;989865;200873;"40.718033150000053";"-73.979745735999984";"221.05";"Penal Law";"MARIJUANA";2019
192621607;"2019-01-22 00:00:00";"AGG. UNLICENSED OPER.";"25-44";"M";"BLACK";"0";"BROOKLYN";73;1008957;185699;"40.676351349000072";"-73.910928397999953";"511";"VTL";"VTL";2019
192641683;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"BROOKLYN";62;984344;160881;"40.608265735000032";"-73.999662898999986";"221.05";"Penal Law";"MARIJUANA";2019
192612539;"2019-01-22 00:00:00";"PICK UP FROM BUS STOP";"25-44";"M";"BLACK";"0";"BROOKLYN";77;1003358;182945;"40.668806093000057";"-73.931121566999934";"145-6";"Tax Law";"TLC";2019
192593478;"2019-01-22 00:00:00";"OTHER TRAFFIC REG";"25-44";"M";"WHITE";"0";"NEW YORK";10;982621;211942;"40.748416471000041";"-74.005880629999979";"9999";"ABC";"OTHER ABC";2019
192621608;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"2";"BROOKLYN";90;1000852;194727;"40.701150044000030";"-73.940126080999960";"221.05";"Penal Law";"MARIJUANA";2019
192601771;"2019-01-22 00:00:00";"COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED";"25-44";"M";"WHITE";"0";"BROOKLYN";68;979775;163478;"40.615392836000069";"-74.016119860999936";"10-127";"Administrative Code";"VENDING";2019
192639709;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"1";"BRONX";44;1004749;240880;"40.827819901000055";"-73.925930755999957";"221.05";"Penal Law";"MARIJUANA";2019
192626533;"2019-01-22 00:00:00";"RECKLESS DRIVING";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"NEW YORK";14;988269;211485;"40.747161358000028";"-73.985496853999962";"1212";"VTL";"VTL";2019
192593479;"2019-01-22 00:00:00";"OTHER VTL";"25-44";"M";"WHITE";"0";"NEW YORK";10;982621;211942;"40.748416471000041";"-74.005880629999979";"9999";"VTL";"VTL";2019
192616257;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"F";"BLACK HISPANIC";"0";"BRONX";44;1004966;240043;"40.825522069000044";"-73.925149236999971";"221.05";"Penal Law";"MARIJUANA";2019
192621570;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"F";"BLACK";"0";"BROOKLYN";71;995019;179733;"40.660003935000077";"-73.961186837999946";"221.05";"Penal Law";"MARIJUANA";2019
192601772;"2019-01-22 00:00:00";"ACCEPT ON HAIL";"25-44";"M";"BLACK";"0";"BROOKLYN";63;1004344;167289;"40.625831584000025";"-73.927613902999951";"19-507";"Administrative Code";"TLC";2019
192621579;"2019-01-22 00:00:00";"TRESPASS";"25-44";"M";"WHITE";"0";"STATEN ISLAND";121;944412;167185;"40.625479333000044";"-74.143514951999975";"140.05";"Penal Law";"TRESPASS";2019
192626528;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";90;995179;198329;"40.711045509000030";"-73.960579991999964";"221.05";"Penal Law";"MARIJUANA";2019
192581586;"2019-01-22 00:00:00";"TRESPASS";"25-44";"M";"BLACK";"0";"QUEENS";106;1031898;186190;"40.677605279000034";"-73.828218779999986";"140.05";"Penal Law";"TRESPASS";2019
192699975;"2019-01-22 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"2";"BROOKLYN";69;1012807;175576;"40.648554384000079";"-73.897091360999980";"221.05";"Penal Law";"MARIJUANA";2019
192938331;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"2";"NEW YORK";32;1002118;242744;"40.832941761000029";"-73.935432592999973";"221.05";"Penal Law";"MARIJUANA";2019
192922420;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"2";"BROOKLYN";77;1001916;184481;"40.673025064000058";"-73.936315612999977";"221.05";"Penal Law";"MARIJUANA";2019
192879141;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"BROOKLYN";76;984576;184308;"40.672567836000042";"-73.998826223999970";"221.05";"Penal Law";"MARIJUANA";2019
192896367;"2019-01-29 00:00:00";"FEDERAL MOTOR VEH. SAFETY REG";"65+";"M";"WHITE";"0";"NEW YORK";7;988082;200814;"40.717872161000059";"-73.986177814999962";"CFR 49";"NYS Transportation";"NYS TRANS";2019
192924068;"2019-01-29 00:00:00";"NO TOW LICENSE";"45-64";"M";"WHITE HISPANIC";"0";"NEW YORK";30;1000302;240881;"40.827831847000027";"-73.941999452999937";"20-496";"Administrative Code";"TOW TRUCK";2019
192901762;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE";"0";"BROOKLYN";76;984001;184095;"40.671983201000046";"-74.000899072999971";"221.05";"Penal Law";"MARIJUANA";2019
192978363;"2019-01-29 00:00:00";"RECKLESS DRIVING";"25-44";"M";"BLACK HISPANIC";"0";"NEW YORK";34;1005074;253173;"40.861559813000042";"-73.924718234999943";"1212";"VTL";"VTL";2019
192933994;"2019-01-29 00:00:00";"SMOKING IN ELEVATOR";"25-44";"M";"BLACK";"2";"NEW YORK";32;999126;235493;"40.813045365000050";"-73.946260731999985";"181.17";"Health Code";"SMOKING";2019
193466501;"2019-01-29 00:00:00";"FEDERAL MOTOR VEH. SAFETY REG";"25-44";"M";"WHITE HISPANIC";"0";"NEW YORK";1;982611;202413;"40.722261709000065";"-74.005914397999959";"CFR 49";"NYS Transportation";"NYS TRANS";2019
192919734;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"QUEENS";115;1016566;213594;"40.752891896000051";"-73.883362750999936";"221.05";"Penal Law";"MARIJUANA";2019
193060779;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"QUEENS";104;1011951;193709;"40.698328091000064";"-73.900101581999934";"221.05";"Penal Law";"MARIJUANA";2019
192896366;"2019-01-29 00:00:00";"FEDERAL MOTOR VEH. SAFETY REG";"65+";"M";"WHITE";"0";"NEW YORK";7;988082;200814;"40.717872161000059";"-73.986177814999962";"CFR 49";"NYS Transportation";"NYS TRANS";2019
192876509;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"BRONX";46;1010896;249840;"40.852396077000037";"-73.903683720999936";"221.05";"Penal Law";"MARIJUANA";2019
192908890;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"QUEENS";113;1044430;185579;"40.675851903000080";"-73.783043482999972";"221.05";"Penal Law";"MARIJUANA";2019
193484154;"2019-01-29 00:00:00";"FEDERAL MOTOR VEH. SAFETY REG";"25-44";"M";"WHITE HISPANIC";"0";"NEW YORK";1;982611;202413;"40.722261709000065";"-74.005914397999959";"CFR 49";"NYS Transportation";"NYS TRANS";2019
192922407;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"BRONX";43;1020183;239283;"40.823387291000074";"-73.870170449999989";"221.05";"Penal Law";"MARIJUANA";2019
193677542;"2019-01-29 00:00:00";"FEDERAL MOTOR VEH. SAFETY REG";"25-44";"M";"WHITE HISPANIC";"0";"NEW YORK";1;982611;202413;"40.722261709000065";"-74.005914397999959";"CFR 49";"NYS Transportation";"NYS TRANS";2019
192945113;"2019-01-29 00:00:00";"KEY IN IGNITION";"25-44";"M";"WHITE HISPANIC";"0";"QUEENS";105;1055680;200518;"40.716772190000029";"-73.742327332999935";"10-111";"Administrative Code";"KEY";2019
192921757;"2019-01-29 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"2";"BROOKLYN";79;999414;193607;"40.698078486000043";"-73.945314769999982";"221.05";"Penal Law";"MARIJUANA";2019
192912221;"2019-01-29 00:00:00";"RECKLESS DRIVING";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"NEW YORK";17;991641;212630;"40.750301920000027";"-73.973326028999963";"1212";"VTL";"VTL";2019
193367801;"2019-02-05 00:00:00";"DISORDERLY CONDUCT";"18-24";"M";"BLACK";"2";"NEW YORK";23;1000531;229408;"40.796341237000036";"-73.941199815999937";"240.20";"Penal Law";"DISORDERLY CONDUCT";2019
193160629;"2019-02-05 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"BRONX";44;1008537;246175;"40.842343539000069";"-73.912224105999940";"221.05";"Penal Law";"MARIJUANA";2019
193206550;"2019-02-05 00:00:00";"JAYWALKING";"25-44";"M";"BLACK HISPANIC";"0";"NEW YORK";14;987608;215185;"40.757317199000056";"-73.987880559999951";"4-04";"Traffic Regs";"TRAFFIC REGS";2019
193196680;"2019-02-05 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"NEW YORK";32;1000472;237474;"40.818480286000067";"-73.941393414999936";"221.05";"Penal Law";"MARIJUANA";2019
193224015;"2019-02-05 00:00:00";"TRESPASS";"<18";"M";"BLACK";"0";"BROOKLYN";71;1003939;181925;"40.666005148000067";"-73.929030177999948";"140.05";"Penal Law";"TRESPASS";2019
193253701;"2019-02-05 00:00:00";"DISORDERLY CONDUCT";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";83;1004937;195338;"40.702818489000038";"-73.925391594999951";"240.20";"Penal Law";"DISORDERLY CONDUCT";2019
193201448;"2019-02-05 00:00:00";"JAYWALKING";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";42;1011718;242147;"40.831278529000031";"-73.900743934999980";"4-04";"Traffic Regs";"TRAFFIC REGS";2019
193170245;"2019-02-05 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"BROOKLYN";63;1005924;171025;"40.636082387000044";"-73.921910044999947";"221.05";"Penal Law";"MARIJUANA";2019
193478544;"2019-02-05 00:00:00";"TRESPASS";"18-24";"F";"WHITE HISPANIC";"0";"STATEN ISLAND";121;937325;151467;"40.582301992000055";"-74.168936094999935";"140.05";"Penal Law";"TRESPASS";2019
193403013;"2019-02-05 00:00:00";"EXPOSURE OF PERSON";"25-44";"F";"BLACK";"0";"QUEENS";105;1052702;183331;"40.669621572000040";"-73.753244654999946";"245.01";"Penal Law";"EXPOSURE";2019
193170242;"2019-02-05 00:00:00";"DISORDERLY CONDUCT";"45-64";"F";"ASIAN / PACIFIC ISLANDER";"0";"NEW YORK";9;987345;205608;"40.731030819000068";"-73.988834278999946";"240.20";"Penal Law";"DISORDERLY CONDUCT";2019
193203613;"2019-02-05 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK HISPANIC";"0";"BRONX";44;1008355;240738;"40.827421047000030";"-73.912901421999948";"221.05";"Penal Law";"MARIJUANA";2019
193224014;"2019-02-05 00:00:00";"TRESPASS";"18-24";"M";"BLACK";"0";"BROOKLYN";71;1003939;181925;"40.666005148000067";"-73.929030177999948";"140.05";"Penal Law";"TRESPASS";2019
193188618;"2019-02-05 00:00:00";"AGG. UNLICENSED OPER.";"18-24";"M";"BLACK";"0";"BROOKLYN";73;1011000;182708;"40.668135791000054";"-73.903574901999946";"511";"VTL";"VTL";2019
193314570;"2019-02-05 00:00:00";"NOISE (ENGINE EXHUST)";"18-24";"M";"WHITE HISPANIC";"0";"NEW YORK";14;987215;215403;"40.757915693000029";"-73.989299019999976";"24-227";"Administrative Code";"NOISE";2019
